Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 31/03/2021;47665;46679;45108;44490;44745;44038;42680;41860;41166;41364;42059;43671;45957;48859;51747;53417;54745;55814;55616;54992;54241;53513;52242;52109;52236;51665;53190;50774;49941;49627;48201;47897;46934;45794;45449;45087;46371;47434;48870;49081;48336;48619;48169;47116;45410;46363;48643;48863
 01/04/2021;47465;45884;43894;44773;44168;42979;41515;40523;39866;39849;40555;42393;44629;48168;51256;53219;54019;54558;54567;53543;52576;51459;50067;50428;50898;50143;51367;49329;48345;47862;46710;46094;45149;44365;43139;43077;44564;45555;48280;47864;47878;48707;48024;46909;45206;46083;48212;48232
 02/04/2021;46698;45119;43079;43924;43394;42115;40712;40121;39265;39154;39497;40976;43437;46569;49274;51142;51670;52580;52574;52455;51154;50568;49874;50465;50733;50436;51270;49898;47987;47651;45752;45138;43784;43328;42466;42916;43671;44967;46948;48002;48243;47907;48986;47839;46933;47772;50158;49959
 03/04/2021;48497;47553;45581;45933;45179;43913;42685;41909;41138;40603;40886;40887;42053;43397;43900;44438;45330;46302;47411;48302;48288;48031;47038;47408;48376;48312;49770;46949;45204;44618;42956;42218;41053;40213;39822;40178;41256;42950;45442;47137;48518;47584;48869;47698;47413;47727;51150;51310
 04/04/2021;50633;48780;46958;47342;46880;45664;44179;43493;42613;41850;41923;42080;42698;43247;43290;43379;43902;45004;46385;47356;48134;48217;47848;48225;48761;49068;49704;45770;43823;41124;40955;40073;38776;37650;37339;37829;39269;41861;43990;44779;46386;46434;48497;46937;47036;47057;50756;50868
 05/04/2021;50207;48969;47301;48502;48518;46416;44832;44168;43492;43131;42773;43453;44152;44887;45584;45955;46736;48084;49424;49863;50740;51273;51711;51985;54150;54281;56234;52118;50482;48020;47946;46964;46274;45723;45182;46278;46700;48068;49323;51464;52548;53271;53422;52540;50971;51983;53933;54263
 06/04/2021;53269;52154;50824;51217;51320;50052;48581;48091;47218;47170;48302;50162;52830;56076;59458;61454;62982;64648;65736;65693;65779;65321;65249;65235;66529;66023;67467;64513;63954;63628;61588;60531;60041;59529;59091;59034;59600;60147;62655;63253;63447;63347;62511;61085;59424;60345;62118;62372
 07/04/2021;60683;58799;57190;57145;57028;55866;54625;53820;53026;53044;53713;55369;57757;60539;63421;65125;66987;68807;69032;69483;69067;68713;68143;67936;68921;67679;68879;65897;64788;64295;62719;61428;60543;59581;58928;58358;59054;59936;62042;63016;62624;62082;62712;61668;59945;61466;63012;63321
 08/04/2021;61660;60329;58681;59777;59149;57461;56201;55274;54967;54547;55444;57227;59388;62392;65649;67594;69405;70486;70947;70354;69456;68166;66871;66262;66796;65178;65751;62631;61356;60105;58260;56901;55344;54512;52917;52070;52761;53879;56359;57170;57627;58139;58824;57764;56015;57656;59678;59809
 09/04/2021;58133;56412;54794;55831;55522;54145;52816;52249;51326;51056;51512;53261;55437;58141;60734;62485;63599;64649;64870;64122;62524;61524;60498;60108;60351;59304;59949;57319;55612;54777;52478;51432;49963;49424;48385;48106;48420;49234;50657;51961;52399;52191;53947;52691;51812;53135;55082;55137
 10/04/2021;53631;51332;49536;49965;49559;48206;46754;45925;44854;44343;44523;45024;45746;46622;46663;46987;48261;49710;50885;51565;51709;51499;51048;51359;52871;52812;54796;51684;50225;50397;47939;47245;46426;45613;44777;44382;44781;45636;47164;48883;49763;49237;51221;50009;49483;50473;52952;53333
 11/04/2021;52323;49544;47721;48015;47556;46194;44624;43787;42820;42035;42155;42627;42851;43204;42961;42817;43958;45800;47427;48810;49957;50515;50788;51576;53548;53548;55222;51181;49410;48903;47117;46439;45464;44346;44169;44621;46488;49032;51410;53086;54116;53431;54830;53269;52465;53078;55844;55873
 12/04/2021;55074;53007;51293;52328;52301;50618;49230;48484;47877;48242;48836;50807;53038;56121;59082;61464;63143;64317;65239;64724;64332;63931;63979;63666;65688;64897;66735;63155;62114;60227;59293;58438;57759;57068;56724;56575;57343;58458;60093;61567;62101;61782;61071;59863;57801;59584;60973;61570
 13/04/2021;60247;57830;56042;56457;56456;55419;53752;53035;52379;52291;52738;54653;56837;59884;62358;64688;65999;66867;67236;66390;65786;64747;64554;64020;65317;64323;65291;62038;61023;59603;57824;56965;56131;55576;55046;54544;54979;55705;58280;59160;59746;59666;59529;58115;56644;58227;60132;60481
 14/04/2021;59250;57242;55589;55786;56046;55173;53956;53186;52493;52629;53111;55198;57083;59651;61474;63401;65261;67001;67163;67022;66044;65335;64605;63919;64646;63523;64557;61234;59943;59112;57272;56299;55614;54600;54018;53594;54336;55309;57473;58838;58902;58100;59055;58279;57090;58373;60482;60866
 15/04/2021;59641;57672;56201;56796;56636;55466;54210;53459;52890;52988;53492;55716;57909;60488;62507;64577;66162;67471;67826;67231;66369;65180;64107;63495;64144;62730;63700;60561;58966;58016;56578;55474;54509;53800;52707;52733;53529;54550;57203;57983;58291;58050;58401;57663;56442;57743;59902;60217
 16/04/2021;58816;57594;55773;56418;55807;55059;53595;53222;52618;52448;52950;54982;57182;59566;61109;62984;64375;65527;65854;65446;64138;63167;62518;61983;62640;61508;62423;59547;57756;56248;55021;54155;52830;52337;51606;52035;52704;54101;56141;57526;57608;56789;57760;56866;56419;57718;59551;59999
 17/04/2021;58694;56463;54524;55017;54379;53577;52327;51483;50765;50320;50515;51118;51739;52741;52232;52516;53781;54667;55542;55738;55302;54552;53788;53295;54746;53955;55513;52030;50267;49341;48062;47274;46571;45823;45208;45746;46660;48225;50282;51781;52294;51950;52874;52251;51953;53319;55636;56351
 18/04/2021;55477;53789;52137;52374;52116;51067;49721;48999;48186;47689;47785;48554;48727;48954;48092;48163;48928;49983;51128;51687;52122;51913;51755;51469;52734;52143;53436;49539;47329;46069;44929;43868;43187;42246;41776;42262;43579;45833;48328;49726;50942;50784;52015;51121;50496;51442;54154;54546
 19/04/2021;53917;52254;50769;51393;51671;50088;48953;48363;47770;48195;49074;51350;53404;55922;57635;60005;61515;62527;62807;62016;60741;59789;59288;58198;59541;58342;59757;56753;55440;53486;52443;51414;50903;50407;49173;49111;49663;51155;52804;54291;55038;55006;54456;53862;52328;54126;55313;55896
 20/04/2021;54689;52808;51064;51345;51172;50083;48664;48038;47193;47367;48123;49899;51895;54339;55859;57974;59227;60178;59960;58769;57745;56718;56178;55586;56713;55494;56888;54064;53364;52553;50538;50023;49257;49017;47896;47776;48396;49562;51925;52867;53516;53578;52785;51722;50563;51962;53659;54185
 21/04/2021;53012;51272;49522;49944;49534;48567;47196;46643;45835;46092;46794;48597;50288;52525;53464;55330;57124;58275;58116;57376;56409;55590;55136;54709;55871;55018;56498;53752;53137;52913;50853;50189;49364;48690;47580;47234;48540;49761;51911;53134;53319;52724;52284;51650;50236;51623;53571;54138
 22/04/2021;52950;51007;49290;49888;49612;48052;46821;46014;45298;45461;46165;47788;49548;52041;53155;55142;56573;57431;57644;56559;55503;54454;53571;53038;54003;52993;54278;51668;50536;50023;48393;47592;46862;46419;45188;45040;46376;47372;49700;50801;51421;51004;50550;50055;48646;50052;52220;52541
 23/04/2021;51454;49087;47245;47919;47517;46066;44893;44297;43496;43748;44311;45941;47875;49948;51089;52976;54168;54901;55233;54625;53183;52406;51483;50917;51855;50753;51601;49338;47976;47019;45248;44554;43546;43171;42417;42500;43421;44541;46301;47797;48202;47388;47327;46641;45718;47112;49476;49900
 24/04/2021;48694;46977;44977;45682;44963;43526;42319;41267;40512;40344;40253;40762;41342;41614;40848;41366;42528;43265;44059;44238;43679;43406;42556;42550;44468;43840;45484;42702;41572;41002;39531;38889;38369;38318;37399;37595;38462;39383;41417;42547;43288;42544;42762;42203;41771;42781;45529;46248
 25/04/2021;45392;43660;41697;42124;41781;40401;38964;38066;37266;36699;36835;37025;36998;36778;35820;36047;36883;38122;39213;40130;40857;41526;41690;42239;44096;43839;45525;42098;40538;39735;38419;37858;37166;36713;36472;37013;37902;39480;41992;43262;43765;43246;43920;43070;42454;42905;46066;46258
 26/04/2021;45516;44193;43590;43066;43031;41278;40187;39163;38648;38927;39953;41600;43236;45246;46778;49266;50665;51907;52386;52421;51974;51937;52046;51897;53541;53233;54848;52082;51634;50153;49442;48730;47979;47079;46388;46420;46847;47770;49594;50561;50452;49588;48831;48362;47097;48055;49846;50074
 27/04/2021;48996;47117;45918;45559;45255;43891;42579;41558;41073;40942;41771;43146;44926;46791;48274;50668;51764;53002;53232;52771;52400;52062;52004;52036;53650;53211;54837;52087;52178;51013;50264;49358;48624;47646;47107;46753;47237;48040;50100;50705;50489;49826;48908;48270;47147;47917;49802;50076
 28/04/2021;48900;47140;45821;45634;45240;44078;42806;42063;41413;41338;42059;43441;44984;46568;47815;49922;51540;52818;53137;52918;52702;52235;52261;52350;53855;53297;54643;52197;51872;51182;50377;49203;48601;47374;46970;46379;47222;48229;50009;50946;50001;48905;48471;48130;47247;47874;49865;50374
 29/04/2021;49094;48295;46863;46968;46641;45152;43890;42863;42108;42250;42669;44008;45685;47271;48717;51123;52682;53879;54463;54170;54177;54048;53959;54556;55754;55239;56567;54249;53669;52743;52128;51047;50159;49250;48350;48082;48756;49474;51499;52021;51586;50663;50258;49759;48541;49660;51846;51955
 30/04/2021;50718;49227;47528;47825;47456;46102;44663;43855;43067;43168;43758;45035;46877;48215;49752;52115;53522;54886;55638;55492;54974;54714;54093;54821;55696;54513;55834;53624;52208;51384;50322;49369;47892;46683;46247;46409;46823;47719;49153;50006;49550;48898;48573;47765;46909;47709;50459;50527
 01/05/2021;48925;46959;46106;45080;44385;42518;40916;39932;39152;38489;38310;37970;38148;36975;36133;36739;37516;38446;39623;40428;41182;41701;41960;42662;45048;44810;46464;43821;42213;41308;40291;39470;39245;38690;38437;39223;39804;41203;43523;45067;45819;45161;45542;45133;45092;46197;48864;49210
 02/05/2021;48208;46754;44893;45122;44783;43404;41963;41049;40480;40107;40373;40693;40973;40600;40499;41349;42463;43825;45064;45926;47073;47599;47668;47999;49511;48986;50172;46622;44796;43886;42331;41818;40886;40210;40564;41188;41939;43755;46564;47952;47998;47528;48144;47668;47148;48122;50816;51342
 03/05/2021;50447;49268;47327;48201;48445;47008;45895;44885;44293;44678;45559;47361;49046;50867;53274;55994;57814;59247;59827;59615;59403;58579;58300;57842;58780;57978;58918;56067;54973;53866;52539;51860;50817;49478;48794;48759;49086;50264;52127;52935;52333;51261;50825;50517;49530;50555;52422;52773
 04/05/2021;51471;49976;48087;48545;48400;46963;45628;44538;43753;43748;44331;45607;47127;48802;50669;53108;54574;55837;56420;56098;56092;55572;55412;55346;56674;56157;57470;55099;54480;53331;52745;51907;51066;49767;49243;49040;49543;50790;52954;53487;52720;52115;51508;50682;49903;50825;52747;52931
 05/05/2021;51486;49509;47434;47723;47478;46079;44651;43803;43033;42874;43846;44944;46396;48275;49984;52150;53878;55367;55681;56095;56066;55769;55496;55274;56804;56077;57213;54880;54200;53168;52183;50897;50110;48926;48832;48566;49560;50707;52934;53885;52915;52390;51947;51564;50974;51772;53838;54175
 06/05/2021;52919;50925;49132;49282;49172;47695;46212;45219;44669;44611;45375;46583;48069;50080;51976;54349;55813;56967;56849;56684;56526;56023;55555;55483;56801;55827;56970;54837;53810;53090;52243;51195;50267;49607;48984;48406;49310;50201;52467;52835;52216;51437;50932;50413;49604;50736;52782;52822
 07/05/2021;51567;49382;47403;47950;47557;46218;44658;43825;43194;43067;43929;45095;46871;48636;50778;52902;54450;55479;55554;55397;54730;54268;53744;53469;54187;52916;54064;51857;50439;49260;47751;47240;45991;45185;44864;44594;45643;46763;48484;49584;49321;48611;48653;48209;47661;48531;51045;51152
 08/05/2021;49896;48560;47784;46738;46160;44868;43253;41635;40714;39872;39794;39534;39664;38924;39134;39905;40479;40764;40895;41399;41219;41315;41092;41100;42886;42581;44245;41157;40040;38656;37978;37109;36749;35444;34426;35051;35913;37142;39104;39888;40496;40018;40575;40043;40053;41224;43662;44115
 09/05/2021;43114;41422;39711;39837;39408;38244;36571;35673;35016;34164;34228;34333;34244;33992;34113;34642;35234;36158;36379;37267;37805;38399;38779;39655;41414;40992;43084;39952;38875;38443;37629;36772;36257;34956;35154;35597;36562;38100;40201;40947;40577;40103;40790;40401;39936;40898;42938;43232
 10/05/2021;42074;40849;38529;39270;39148;37494;36091;35298;34570;34862;35806;37306;38885;41279;43624;46182;47612;49244;49230;49568;49240;48990;49412;49507;51175;50477;52449;50392;50154;49428;48701;47770;46997;46170;46002;45810;46471;47353;49392;49744;48530;47183;46701;46475;45525;46539;48054;48189
 11/05/2021;46679;45034;42696;43309;42922;41491;40007;38916;38305;38474;38914;40434;41886;44035;46274;48845;50165;51149;51254;51080;51153;51140;51271;51534;53012;52302;54255;52100;51842;51129;49970;49377;48687;47881;47085;47112;48027;49079;51351;51618;50634;49470;48756;48446;47500;48661;50331;50377
 12/05/2021;48890;47059;45033;45591;44749;43852;42455;41563;40949;41041;41537;43085;44538;46340;48563;50679;52569;53448;53746;53465;53307;53009;52570;52369;53778;52740;54153;51639;51137;50865;48854;48039;47464;46350;45477;45377;46242;47025;48671;49129;48173;47309;46959;46965;46353;47165;49290;49419
 13/05/2021;47858;46075;44697;43899;43492;42602;41111;40319;39568;39250;38909;39309;39292;39600;40340;41455;42782;43787;44738;44601;45166;45214;44966;45077;46426;45859;47333;44364;42795;42118;40519;39396;38814;38247;37315;38464;39447;40328;42238;43456;43231;42917;43342;43722;43585;45562;46734;46684
 14/05/2021;45593;44863;43293;43826;42849;41919;40457;39826;39147;39175;39405;40545;41545;42290;43916;45530;46483;47866;48963;48876;48970;48915;48745;49088;50406;49501;51057;48669;47138;47116;45195;44119;43260;42778;41593;42597;43124;44511;46444;46779;46454;45557;45703;45871;45837;46686;48720;48744
 15/05/2021;47412;45426;44218;44284;43024;41690;40391;39212;38672;38265;38109;38506;38881;38738;39324;40332;41223;42340;43914;45106;45566;45590;45889;46586;48212;47273;49339;46487;45491;45208;43701;42807;42067;41691;40222;40735;41299;42601;44732;45146;44989;43566;43813;43878;44086;45422;47429;47664
 16/05/2021;46595;44585;42497;42878;41994;40859;39399;38218;37602;36900;36717;36723;36561;36231;36391;37064;37834;39131;40650;42054;43290;43940;44340;45210;46625;45898;47907;44791;43504;42897;41181;40611;39935;38913;38308;39057;39470;41115;43601;44575;44465;43702;44161;44050;43777;45080;46961;47000
 17/05/2021;45871;44608;42692;43316;42616;41524;40392;39361;38737;39072;39768;41251;42780;44704;47136;49678;51112;52705;53356;53641;53438;53353;53358;53470;54641;53941;55467;53432;52789;52070;50726;50266;49470;48451;47924;47875;47665;48729;50782;50886;50155;48673;48038;48197;47693;48836;50428;50581
 18/05/2021;49272;46836;45208;45397;44742;43914;42688;41579;40945;41118;41741;43148;44467;46683;49058;51665;53263;54462;55008;54608;54086;53555;53626;53560;54408;53813;55174;52987;52501;51416;50314;49456;49029;48593;48054;47286;48029;49193;51073;50879;49783;48739;47938;48158;47934;49565;50343;50444
 19/05/2021;48872;47193;45214;45711;44999;44265;43231;42224;41531;41385;42027;43551;44904;46703;49104;51205;52975;54286;54716;54615;54334;53936;53919;53897;54973;54258;55672;53262;52548;51479;50407;49263;48883;48105;47846;46860;48008;49258;50899;51283;50025;48869;48336;48678;48521;49643;51343;51415
 20/05/2021;49779;48372;46688;46577;46537;45236;44068;43209;42418;42196;42893;44471;45584;47967;50526;53051;54698;55758;55877;55532;55396;54633;54106;53987;54638;53332;54695;52363;51563;50864;50075;49028;48375;47684;46827;46539;47422;48150;50213;49826;49160;47488;47028;46999;46855;48012;50018;49641
 21/05/2021;48265;45568;43635;44250;43800;42339;41111;40473;39524;39275;40007;41204;42603;44743;47453;49663;51026;52349;52750;52541;52300;51809;51709;51887;52213;51636;52867;50828;49817;49549;48105;47446;46452;45837;45311;45392;46132;46765;48277;48165;47534;45953;45814;45919;46144;46814;49243;48657
 22/05/2021;47339;45320;43778;43797;42966;41193;39881;38844;38056;37412;37657;37943;38201;38862;39735;40823;41887;43102;44373;45006;45472;45222;45109;45419;46761;46469;48139;45664;44469;44317;42719;41902;41630;40996;40723;40922;41845;42828;44655;45000;44917;43390;43659;43678;44158;45511;47768;47676
 23/05/2021;46579;44492;42468;43010;42721;41180;39674;38753;37707;37009;37105;37390;37026;37424;38004;38737;39635;40730;42087;42768;43791;44075;43974;44498;45183;44911;46488;43670;42137;41692;39778;39122;38863;37770;37775;37910;39098;40349;42114;42525;42725;41929;42145;42155;42440;44124;46399;46515
 24/05/2021;45391;43621;41322;42175;41673;40252;38829;37994;37412;36918;36998;37383;37148;37327;37869;38418;39109;40629;41788;42236;43195;43402;43585;44091;45589;46020;47501;44688;42773;41876;40749;39968;39222;38394;38151;38895;39842;41139;43106;43626;43953;43363;43124;43783;44177;45538;47489;47455
 25/05/2021;46351;44759;42776;43310;42856;41905;40484;39838;39611;39559;40403;42071;43476;46126;48792;51025;52443;53805;54254;54066;53966;53342;53287;53319;54304;53558;54783;53093;52417;52088;50795;50012;49149;48282;47601;47196;47774;48682;50557;50226;49947;48578;47975;48090;48137;49548;51056;50692
 26/05/2021;49296;47348;45156;45839;45104;43972;42722;41873;41438;41317;41729;43342;44496;46654;49213;50914;52499;53967;54480;54568;54240;53752;53747;53817;54816;54085;55151;53260;52983;52479;50807;50098;49237;48232;47630;47303;47900;48557;50138;49890;49052;47761;46956;47455;47260;48507;50502;50362
 27/05/2021;48698;46894;45159;45284;44838;43487;42020;41236;40753;40440;41155;42688;43670;45961;48475;50764;51928;53140;53394;53272;52910;52297;51506;51631;52286;51612;52706;50845;49980;49603;48421;47600;47218;46103;45572;45570;46076;46653;48434;48344;47734;46248;45196;45616;45320;46930;48995;48583
 28/05/2021;47132;45316;43440;43694;43396;41988;40328;39966;39425;39084;39898;41147;42256;44349;46980;49088;50394;51302;51633;51638;51200;51122;50541;50952;51152;50627;51789;49857;48793;48600;47252;46471;45642;44623;44180;44316;45129;45593;46998;46623;46197;44741;43769;44069;44237;45544;47901;47555
 29/05/2021;45686;43550;41656;41664;40907;39128;37602;36709;36463;35926;35949;36206;36160;36837;37467;38153;39196;40024;41250;42074;42453;42497;42550;43030;44572;44178;46206;43546;42651;41840;40888;40372;39667;38830;38375;39036;39419;40157;41534;41805;41873;40930;40351;40482;41036;42407;44967;44634
 30/05/2021;43304;40866;38569;39202;38346;36839;35250;34358;33514;32832;32730;32809;32188;32729;33036;33785;34544;35775;36985;38268;39414;40186;40895;41804;43241;43133;45204;42298;41083;40152;38937;38537;38144;37007;36935;37666;38465;39711;41672;42308;42238;41303;41204;40933;41289;42831;44782;44313
 31/05/2021;42836;41003;38586;39367;38864;37598;36341;35527;34756;34690;35549;36882;37997;40713;43259;45861;47093;48442;49097;49271;49307;49298;49612;49972;51338;50905;52736;50761;49995;49415;48659;48085;47434;46459;46183;46081;46581;46936;48542;48472;47561;45825;44863;44582;44663;46180;47885;47463
 01/06/2021;46034;43383;41072;41316;41056;39590;38314;37465;37048;36543;37268;38205;39107;41632;44177;46671;48128;49305;49939;49951;49742;49565;50017;50160;51287;50780;52301;50462;49972;49460;48855;48354;47652;46852;46462;46068;46567;46824;48574;48370;47673;46035;44869;44729;44799;46630;48019;47558
 02/06/2021;45715;43333;41100;41365;41031;39336;38118;37267;36649;36237;36952;37823;38655;40737;43175;45070;46949;48388;49246;49696;49616;49725;50034;50379;51492;51043;52344;50672;50397;50168;49109;48510;47789;46999;46732;46039;46672;47252;48642;48544;47733;45870;44946;44958;44849;46556;48319;47910
 03/06/2021;46158;43095;41076;41087;40793;39127;37864;36955;36195;35836;36578;37487;38209;40652;43189;45480;47104;48240;48874;49506;49488;49577;49707;49689;51161;50613;52292;50651;50193;49696;49195;48518;48049;48015;46584;46197;46680;47247;48423;48214;47543;45781;44638;44394;44190;45866;47591;46938
 04/06/2021;45244;43018;40933;41032;40645;38925;37362;36746;36066;35708;36263;37155;37907;40053;42955;44931;46572;47910;48586;49160;49446;49547;49507;49859;50956;50402;51959;49985;49140;48777;48152;47285;46483;45493;44835;45029;45401;45759;46484;46124;45582;44101;43251;43044;43151;44904;46802;46159
 05/06/2021;44556;42017;40040;39829;39227;37350;35829;34907;34505;33843;33564;33916;33489;33879;34867;35500;36713;38094;39785;41054;42116;42269;42479;42972;44664;44064;45965;43458;42563;41750;41236;40502;39821;39271;38823;39008;39289;39721;40674;40943;40616;39846;39260;39216;39556;41454;43659;43376
 06/06/2021;42028;39856;37705;38169;37431;35729;34170;33210;32445;31722;31537;31339;30596;30641;31195;31921;33049;34593;36109;37912;39275;40283;40924;41550;42698;42295;44253;41824;40526;39446;38678;38183;37659;37028;36722;36859;37541;38721;40315;40905;40853;40111;39795;39553;39459;41229;43321;43059
 07/06/2021;41620;39762;37605;38450;37876;36336;34952;34215;33396;33509;34345;35400;36348;38708;41298;43712;45479;47078;47962;48577;49076;49200;49318;49713;50962;50312;52155;50305;49604;48889;48461;47909;47097;46611;45888;45735;46214;46894;48125;47883;46961;45260;44080;43592;43313;45035;46745;46257
 08/06/2021;44745;42298;39997;40513;39737;38511;37043;36366;35897;35584;36143;36982;37747;40021;42652;44981;46722;48004;48793;49398;49516;49622;50084;50150;51663;51116;52541;50580;50140;49436;49020;48370;47711;47263;46377;46379;47064;47383;48833;48436;47498;45939;44385;43951;43785;45560;47443;46679
 09/06/2021;44979;42718;40319;40808;39995;38624;37213;36551;35894;35615;36114;37011;37964;39713;42421;44409;46431;48075;48795;49616;49850;50013;50517;51105;52471;52093;53280;51335;50953;50519;49695;48793;48408;47742;47264;46759;47771;48393;49699;49362;48152;46408;45217;44828;44566;46191;48302;47657
 10/06/2021;45824;43540;41563;41735;41010;39531;38142;37386;36523;36187;36804;37710;38727;40808;43383;45743;47477;48715;49548;50265;50436;50649;50987;51550;53056;52538;53943;52045;51474;51108;50639;49736;49422;48712;48199;47635;48569;49152;50259;49750;48515;46907;45634;45136;44974;46471;48665;47800
 11/06/2021;45787;43317;41358;41573;40887;39366;37954;37273;36559;36144;36836;37620;38600;40690;43207;45221;47381;48721;49597;50140;50665;51012;51167;51867;52851;52398;53980;51797;51287;50802;50234;49208;48466;47807;47207;47306;47936;48107;48770;48161;47261;45889;44690;44322;44172;45860;48086;47204
 12/06/2021;45052;42390;40649;40597;39754;37981;36573;35716;35036;34299;34218;34468;34122;34541;35150;35931;37506;38994;40499;41611;42896;43417;43726;44534;46294;45823;47877;45268;44798;44087;43600;42893;42029;41901;41536;41922;42193;42559;43334;43081;42779;41931;41202;40917;40939;42986;45482;44878
 13/06/2021;43074;40493;38564;38934;37767;36312;34778;33999;33193;32511;32299;31981;31367;31406;31767;32394;33860;35420;36861;38692;40047;41386;42139;42925;44679;44509;46297;43925;42851;42267;41449;41021;40461;40090;39965;40281;40734;41504;42712;43156;42957;42244;41952;41679;41386;43392;45557;44953
 14/06/2021;43081;40887;38765;39522;38616;37206;35868;35190;34446;34561;35259;36245;37358;39638;42349;44715;46709;48257;48908;49830;50568;50999;51370;51789;53283;53015;54468;52821;52493;52502;51889;51317;50743;50023;49993;49242;49685;49996;51141;50368;49160;47176;46169;45360;45132;47369;49048;48204
 15/06/2021;46223;43554;41475;41813;41400;39575;38347;37561;36912;36874;37277;38062;38960;41203;43671;46215;47973;49138;49954;50664;50901;51317;51728;51811;53522;53108;54549;52745;52756;52813;52100;51456;50993;50220;50319;49101;49764;49887;51060;50223;49035;47403;46237;45442;45181;47410;49226;48509
 16/06/2021;46409;43647;41350;41571;41357;39465;38342;37459;36835;36796;37186;38051;39113;40830;43356;45093;47388;49068;49909;50875;51371;51849;52280;52759;54143;53801;55273;53372;53531;53668;52776;51945;51497;50969;50738;49792;50588;50895;51883;51339;50031;48330;47040;46426;46067;48165;50213;49184
 17/06/2021;47040;44401;42323;42643;42111;40411;39204;38391;37566;37322;37837;38734;39786;41743;44286;46644;48436;49483;50546;51529;51945;52336;52958;53344;54749;54188;55803;53852;53693;54071;53160;52540;52085;51482;50948;50320;50814;50992;51947;51338;50010;48354;46922;46190;46014;47869;49965;48869
 18/06/2021;46617;43885;41533;42030;41463;39765;38454;37808;37036;37017;37506;38307;39201;41237;43472;46021;47736;48944;50166;51160;51517;52178;52548;52870;54136;53556;55099;53201;52546;52911;51696;51022;50305;49608;49119;48927;49293;49138;49510;48860;47904;46412;45328;44625;44601;46501;48800;47760
 19/06/2021;45507;42320;40146;40391;39785;37766;36323;35490;34756;34396;33972;34264;33892;34648;35144;36219;37284;38826;40659;42051;43177;43922;44272;44786;46686;46292;48095;45662;45184;45600;44484;43940;43297;43158;42856;42726;43165;43239;43939;43918;43395;42310;41692;41038;41208;43812;45915;45093
 20/06/2021;43089;39981;38008;38380;37541;35709;34167;33445;32581;32233;31780;31748;30925;31331;31708;32589;33597;35053;36782;38511;39665;40914;41894;42237;44375;44031;45878;43047;42118;42097;40979;40397;39964;39583;39659;39468;40039;40658;41738;42493;42300;41724;41297;40694;40446;42674;44703;43872
 21/06/2021;41862;39898;37928;38282;37627;36290;34985;34508;33816;34033;34671;35788;36974;39278;41878;44173;45793;47445;48304;49333;50020;50401;51064;51252;52853;52352;53891;52107;51811;51612;50869;50125;49638;48831;48679;48304;48536;48817;49833;49392;48397;46377;44993;44147;43822;45970;47854;46676
 22/06/2021;44812;41875;40106;40431;39900;38381;37008;36623;35844;35965;36259;37220;38018;40463;42839;45242;46703;47873;49114;49944;50177;50435;51127;51367;52814;52103;53464;51479;51256;51111;50298;49637;49393;48427;48017;47870;48196;48149;49452;48710;47625;45905;44431;43697;43396;45577;47451;46503
 23/06/2021;44710;42275;40436;40896;40436;38554;37282;36693;35903;36169;36341;37427;38200;40340;42488;44410;46309;48036;49087;50087;50476;50990;51486;51877;53404;52839;54116;52008;51707;51649;50806;49874;49410;48699;48313;47789;48261;48592;49710;49039;47654;46069;44563;44014;44016;45719;47763;46931
 24/06/2021;45065;42291;40695;41058;40376;38816;37633;36876;36258;35936;36466;37395;38584;40842;43145;45238;46788;48090;49092;49879;50141;50731;50969;51394;52685;52002;53295;51296;50945;51002;50164;49356;48910;48199;47550;47154;47483;48045;49346;48770;47390;45727;44155;43618;43908;45314;47266;46834
 25/06/2021;44732;42301;40227;40759;39820;38681;37311;36675;36217;36060;36787;37698;38320;40528;42788;45050;46710;48079;49190;49912;50008;50694;50903;51021;52282;51587;52902;50530;50059;49622;48885;47893;47493;46409;46036;46054;46244;46492;47163;46647;45674;44493;43089;42686;43002;44673;46815;46065
 26/06/2021;44118;41546;39436;39736;38830;37280;35980;34959;34313;34087;33945;34186;33631;34339;34777;35795;36941;38695;40172;41482;42394;42826;43386;43803;45729;45412;47034;44278;43733;43206;42478;41764;41196;40459;40233;40475;40598;41124;41900;41991;41156;40217;39591;39399;39488;42349;44006;43543
 27/06/2021;41885;39810;37930;38122;37121;35569;34297;33243;32416;32205;31979;31901;31091;31332;31809;32526;33526;34996;36630;38258;39169;40164;41173;41601;43579;42970;44914;42083;40880;40544;39406;38855;38483;37928;37881;38057;38494;39505;40968;41368;41208;40634;40411;39955;39735;42346;43936;43249
 28/06/2021;41732;39677;37616;37733;37215;35940;34837;34074;33468;33749;34648;35840;36834;38959;41715;43954;45645;47175;48118;49054;49652;49990;50550;50779;52160;51444;53085;51165;50850;50583;49816;49147;48591;47860;47483;47187;47788;48487;49811;49074;47801;46035;44767;43920;43770;45726;47496;46436
