Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 29/06/2019;49028;46026;43335;43421;42686;40607;39180;38257;37589;37310;36993;37159;36588;37115;37584;38733;40346;42015;43909;45766;47165;47866;48823;49479;51259;51114;53084;50784;50401;50771;49432;49052;48447;47975;47477;47662;48143;47769;47970;47226;46707;45704;44750;44505;44643;47219;49648;49041
 30/06/2019;46576;44291;41777;41634;41097;38776;37456;36370;35594;35182;34823;34572;33721;33636;33883;34481;35866;37408;39295;41162;42774;43909;45036;45879;47528;47762;49486;46657;45996;46199;44925;44550;44124;43690;43383;43843;44358;44677;45586;45639;45488;44960;44470;44485;44535;46900;49391;48573
 01/07/2019;46237;43784;41445;41476;40740;38943;37598;37003;36119;36323;37166;38209;39362;41854;44402;46649;48651;50353;51892;53164;53916;54512;55389;55732;56915;56733;57810;56275;56323;56687;55351;55007;54572;53901;53460;52870;53109;53484;54216;53280;52143;50549;49035;48265;47915;50099;52403;51698
 02/07/2019;49038;46088;43586;43807;43123;41530;40089;39285;38552;38331;39015;39868;40825;43269;45926;47941;50014;50958;52491;53123;54015;54368;54911;55293;56458;56252;57033;55857;55873;56220;54858;54495;54070;53278;52911;52470;52949;53107;53807;52762;51970;50421;48986;48437;48062;50256;52715;51675
 03/07/2019;49175;46194;43631;43679;43015;41342;39811;39098;38519;38548;39134;40066;40692;42899;45302;47358;49373;51074;52437;53427;54261;54722;55223;55679;56673;56478;57306;55782;55698;55922;54373;53888;53479;52904;52382;51939;52199;52638;53430;52470;51516;49949;48499;47975;47884;50033;52339;51007
 04/07/2019;49064;45979;43526;43355;42815;41560;40008;39305;38737;38511;39143;40048;40928;43155;45405;47585;49263;50857;51817;52990;53692;54083;54838;55290;56393;56130;56889;55405;55355;55736;54380;53927;53637;53092;52820;52281;52778;52725;53416;52633;51670;49912;48804;48256;47942;50001;52386;51219
 05/07/2019;48919;46245;43732;43806;43207;41618;40399;39714;38943;38946;39436;40336;41074;43282;45594;47780;49498;51039;52145;53053;53837;54346;54962;55309;56319;55988;57199;55504;55338;55760;54483;54256;53588;52628;52312;52407;52380;52405;52491;51435;50712;49007;47884;47389;47312;49698;51985;50997
 06/07/2019;48494;45436;42827;43154;42315;40258;38785;38109;37431;37233;36980;36983;36338;36795;37396;38511;39858;41757;43315;45072;46247;46878;47665;48167;50013;49882;51328;49374;49064;49295;48192;47726;47334;46709;46091;46453;46617;46666;46972;46439;45883;44684;43889;43577;43583;46164;48692;48111
 07/07/2019;45940;43460;40965;41312;40778;38577;37254;36354;35754;35365;35037;34700;33810;33763;33935;34628;35768;37215;38778;40507;41953;43064;44005;44692;46398;46710;48034;45541;44950;44987;44066;43726;43428;42755;42297;42984;43233;43753;44860;44885;44759;44021;43723;43826;43844;46098;48709;47628
 08/07/2019;45622;42756;40403;40796;40163;38534;37296;36598;36099;36357;37449;38491;39432;41834;44264;46638;48286;50059;51223;52614;53170;53788;54602;54856;55918;55662;56739;55205;55432;55694;54871;54479;53943;53189;52722;52177;52340;52652;53366;52567;51453;49478;48120;47608;47257;49375;51634;50827
 09/07/2019;48076;45209;42756;43180;42642;41041;39760;39042;38410;38394;39190;40131;41045;43242;45646;47801;49471;50803;51872;52595;53283;53732;54528;54817;55953;55218;56605;55073;55285;55423;54521;54197;53608;52889;52563;51895;52346;52472;53081;52395;51151;49360;48128;47669;47219;49557;51853;50907
 10/07/2019;48331;45219;42644;43018;42372;40609;39269;38687;38150;38272;38872;39840;40504;42405;44667;46632;48408;50140;51368;52134;52777;53524;54099;54547;55449;54958;56548;54970;55076;54922;53938;53703;53097;52430;51958;51316;51294;51702;52463;51791;50723;48968;47669;47227;47016;49225;51440;50050
 11/07/2019;48001;44770;42432;42455;41780;40529;39149;38493;37937;37834;38523;39520;40319;42160;44397;46494;48184;49727;50820;51920;52365;52997;53547;54090;54884;54345;55842;54330;54319;54178;53713;53191;52755;52058;51639;51202;51562;51662;52248;51554;50663;49118;48223;47384;47259;49300;51517;49803
 12/07/2019;48093;45635;43265;43085;42710;41173;40063;39261;38681;38789;39262;40355;40919;42851;44858;46982;48597;50212;51399;52313;52963;53523;53798;54446;55102;54718;56155;54402;54109;54106;53616;53031;52451;51405;50990;51220;51220;51194;51167;50217;49485;48147;47062;46599;46531;49172;51259;49696
 13/07/2019;47985;45443;42725;42622;41876;40100;38540;37702;37264;36860;36623;36809;35787;35958;36286;37019;38204;40041;41623;43236;44035;44884;45297;46080;47594;47278;49056;46960;46187;46167;45542;44888;44344;43738;43147;43428;43616;43522;43732;43279;42662;41715;41020;40889;41161;43707;46176;45943
 14/07/2019;44499;41910;39405;39409;38709;36532;35013;33909;33137;32285;31549;30494;28612;26840;26135;25446;25762;26732;28375;29941;31271;32576;33505;34400;36297;37215;39090;36067;34498;34147;33208;32645;32146;31876;31851;32523;33718;34393;35614;36896;37340;37472;37672;38238;39064;41214;43832;43321
 15/07/2019;41898;39527;37161;37737;36845;35388;34342;33609;33240;33668;35016;36581;37404;39054;41316;42709;44517;46751;47969;49099;49810;50287;51357;51690;52925;52933;54081;52476;53135;52030;51574;51362;50527;50235;49759;49009;49096;49461;50078;49869;48855;47491;46017;45726;46830;47891;49970;50114
 16/07/2019;46421;44600;42146;42397;41963;40574;38913;38342;38074;38029;38961;40494;41592;43825;45826;48050;49924;51531;52810;53539;54433;54651;55242;55647;56627;55607;56973;55511;56010;55812;55300;54797;54208;53561;53154;52248;52772;52549;53253;52731;51414;50029;48643;47892;48909;49635;51428;51038
 17/07/2019;47653;44367;42215;42263;41820;40365;38887;38496;38008;38328;38777;40150;41412;42948;45017;47285;49514;51164;52530;53498;54040;54673;54973;55591;56524;55485;57030;55620;55885;55968;55042;54426;54041;53324;53065;51577;51985;52073;53164;52284;51019;49054;47701;47295;47637;49116;51316;50277
 18/07/2019;47942;44985;42802;42972;42387;41091;39591;39012;38482;38507;38960;40028;40910;42821;44809;47169;49201;50765;51906;52791;53805;54199;54750;55418;56127;55512;56549;55430;55277;55548;54927;54080;54174;52745;52401;51447;51752;51645;52507;51537;50353;48328;47415;46912;47193;48947;51092;49379
 19/07/2019;47440;44710;42439;42769;42224;40328;39419;38703;38347;38271;38714;39869;40999;42751;44544;46698;48581;50367;51165;52037;52982;53335;54251;54678;55239;54495;55999;54286;53611;54069;52681;52231;51754;50504;50187;49978;50052;50239;50567;49095;47985;46564;45538;45224;45420;47736;50165;48444
 20/07/2019;46789;44733;41634;42064;40758;39006;37889;36980;36161;36204;35913;36386;36396;36155;36208;36939;38090;39755;41563;43127;43972;44709;44987;45867;47287;46592;48938;46529;45689;46128;44742;44401;43594;43554;42790;43555;43799;43866;44218;43822;43691;42249;41799;42041;42451;44900;47542;46545
 21/07/2019;44633;42963;40138;40384;39619;37801;36499;35580;35167;34341;34410;34240;33648;32840;33008;33161;34555;35713;37728;39081;40259;41022;42024;42927;44592;43486;46048;43377;42519;43520;41766;41458;41008;41129;40318;41118;41703;42661;43542;44319;43877;43511;43167;43822;44153;46070;48230;47299
 22/07/2019;45295;42409;39981;40269;39178;38009;36626;36257;35883;35946;36929;38304;39521;40639;42668;44309;46181;48006;49446;50819;51478;51805;52773;53114;54286;53703;55071;53626;53906;53541;52634;52710;52166;52099;51898;51167;51180;51738;52392;52136;51124;49525;48124;47942;48589;49358;51550;51199
 23/07/2019;47916;44624;42267;42291;41994;40613;38892;38361;38023;37967;38651;40052;41074;42317;44013;45946;47852;49259;50354;51526;52333;53015;53717;54352;55546;54904;56406;54853;55400;55198;54699;54204;54082;53749;53801;52717;53552;53518;53806;53289;52102;51251;49686;49277;49813;50549;52306;51311
 24/07/2019;47837;45573;43238;42907;42718;40917;39595;39076;38707;38986;39421;40655;41814;42906;44395;46506;48502;50242;51846;52982;53578;54757;55336;56073;57426;56710;58249;56782;57247;57426;56528;55939;55641;55313;55079;54024;54541;54294;54837;54236;52895;51478;50010;50036;49962;51151;53316;51385
 25/07/2019;49209;46580;44149;44064;43339;42020;40476;39836;39091;39336;39509;40988;41919;43223;44715;46986;48992;50611;51820;53877;54694;55396;56224;56908;58001;57279;58719;57333;57587;57750;57264;56468;56581;55745;55320;55058;55468;55113;55332;54577;53385;51809;50560;50261;50360;51459;53636;51478
 26/07/2019;49328;46671;44367;44102;43728;41799;40714;39875;39286;39193;39474;40880;42007;43380;44695;46752;48762;50615;52085;53247;54413;55024;56022;56373;56883;56465;57904;55854;56012;56391;55037;54538;53966;52700;52335;52070;52185;52346;52095;50941;50037;48724;47574;47450;48153;49243;51589;49722
 27/07/2019;48014;45188;42571;43049;42105;39764;38513;37659;36818;36499;36228;36896;36942;36921;36961;37873;38824;40727;42460;44002;44992;45959;46547;47293;48388;48085;49567;47068;46793;47096;45355;44795;44225;43474;42784;43034;43514;43803;44191;43447;43400;42255;41982;42428;42495;44476;47054;45960
 28/07/2019;44413;41667;39519;40042;39385;37443;36040;35156;34709;34035;34030;34070;33509;33058;32996;33412;34160;35749;37796;39053;39964;40824;41476;42418;43790;43307;45204;42645;41755;42054;40329;39794;39183;38770;38092;38684;39422;40182;40830;41738;41640;41012;41021;41705;42245;43835;46201;44831
 29/07/2019;43481;40684;38689;39153;38549;37032;35771;35246;34726;34670;35639;36909;37824;39152;40370;41707;43011;44938;46773;47928;48588;48983;49744;50226;51407;50957;52256;50548;50727;50425;49517;48907;48150;47544;47162;46754;47024;47490;48335;48314;47680;45829;44823;45145;45407;46520;48935;48627
 30/07/2019;45480;42253;40035;40521;39823;38708;36998;36471;36013;35810;36578;37654;38652;39714;41123;42696;44006;45509;46944;48281;49012;49451;50038;50492;51863;51020;52362;50633;50678;50535;49549;48814;48070;47638;47244;46468;47118;47198;48002;47658;47125;45674;44474;44728;45408;46151;48311;47467
 31/07/2019;44638;41976;39882;39848;39449;38047;36583;36040;35618;35528;36097;37351;38587;39311;40614;42136;43837;45358;46979;47998;48758;49468;49846;50435;51562;50975;52515;50896;50729;50625;49658;48922;48203;47693;47182;46525;46952;47125;47977;47398;46845;45431;44341;44860;44943;46080;48482;47069
 01/08/2019;45093;42079;39927;40257;39511;38012;36758;36099;35368;35310;35815;36900;37933;39039;40318;41931;43856;45251;46573;47866;48433;48993;49465;50009;51041;50467;51818;49872;49670;49748;48806;48140;47331;46826;46426;45955;46441;46450;47283;46734;46139;44578;43948;43872;43965;45266;47562;45840
 02/08/2019;44361;41562;39412;39953;39054;37436;36428;35781;35164;35028;35692;36534;37767;38691;39886;41504;43435;44794;46159;46983;47982;48212;49027;49328;50002;49798;50945;49055;48683;48904;47520;47192;46107;45568;44924;45055;45170;45753;46111;45128;44429;43405;42770;42482;42891;44432;46669;45020
 03/08/2019;43359;41359;38913;39685;38439;36571;35612;34843;34210;33715;33853;34366;34608;34397;34656;35322;36397;37817;39179;40371;41362;42064;42380;43066;44316;44147;45608;43724;42899;43307;42121;41823;41040;40750;39948;40340;40367;40676;41371;41441;40814;39990;39644;39987;40558;41684;44241;43173
 04/08/2019;41561;39067;36942;37444;37110;35098;34081;32945;32638;32156;32092;32300;32241;31472;31619;32128;33256;34295;35796;36927;37932;38865;39655;40220;41982;41713;43348;41097;40283;40746;39723;39567;38999;38871;38352;38637;39159;39530;40411;41198;40722;40053;39846;40543;41297;42095;44462;42726
 05/08/2019;41205;38737;36841;37059;36846;35277;34075;33602;33166;33080;33940;34928;36143;36809;38077;39562;41082;42583;44233;45655;46467;47113;48134;48489;49974;50164;51154;49518;49437;49425;48584;48147;47466;47092;46697;46459;46592;46767;47374;47208;46195;44533;43445;43932;44083;44768;46764;45966
 06/08/2019;43133;40861;38727;39059;38494;37210;35730;35232;34684;34413;34910;35769;37028;37575;38903;40460;41750;43405;44529;45764;46646;47457;47923;48302;49731;49623;50671;48813;48604;48432;47636;47123;46343;45778;45761;45225;45985;45826;46575;46286;45433;44021;43256;43595;43631;44200;46153;45311
 07/08/2019;42835;40317;38342;38071;37761;36398;35056;34499;34090;33966;34376;35426;36543;37276;38373;39927;41386;42655;43951;44872;45791;46689;46959;47202;48411;47919;49286;47396;47228;46881;46236;45566;45063;44649;44500;44192;44952;44999;46186;45620;44865;43546;43127;43466;43291;44157;46236;45110
 08/08/2019;43027;40401;38515;38369;38040;36653;35395;34783;34149;34062;34481;35300;36258;37350;38159;39781;41073;42832;43900;44915;45989;46492;46857;47301;48198;47554;48869;46808;46357;45946;45539;44810;44463;43930;43620;43542;44113;44322;45638;45196;44287;43041;42947;43028;42847;43953;46051;44875
 09/08/2019;42835;40209;38064;38306;37816;36497;35446;34844;34131;34095;34597;35264;36589;37477;38311;39851;41311;43017;44183;44988;46101;46383;47258;47638;48828;48125;49864;47670;47468;48251;46720;46214;45836;45168;44556;44791;45115;45334;46042;45136;44225;43029;42397;42964;42792;44595;46363;44855
 10/08/2019;43195;41226;38614;39182;38464;36666;35178;34698;33964;33590;33861;34100;34946;34473;34418;35212;36224;37710;39030;40369;41290;42151;42845;43473;44980;44263;46202;44112;43560;44430;42957;42425;42085;41626;40921;41183;41613;41995;42597;42377;41610;40391;40225;40976;40957;42052;44369;43708
 11/08/2019;41850;39242;36620;37176;36596;34827;33411;32740;32108;31637;31610;31621;31755;31592;31055;31623;32763;33919;35551;37152;38440;39250;40043;40608;42576;41690;43858;41274;40340;41021;39312;38940;38203;37937;37087;37660;38320;39023;39888;40395;40139;39442;39413;40847;40771;41786;43832;42735
 12/08/2019;41103;38103;36105;36191;35870;34492;33147;32465;31875;32021;32648;33606;34717;35611;36541;37792;39466;40857;42056;43561;44519;44751;45297;45668;47064;46688;48309;46351;45996;46054;45059;44417;43854;43524;42762;42757;43263;44103;44788;44754;44088;42701;42274;42984;42768;43300;45196;44692
 13/08/2019;42349;40869;38804;39037;38427;36865;35517;34830;34216;33982;34264;35519;36748;37539;38750;40005;41345;43059;44358;45680;46161;46668;46716;47252;48637;48177;49249;47560;46971;46373;45554;45002;44356;43673;43426;43110;43583;43962;44994;44794;44246;43068;42578;43266;42991;43656;45732;45058
 14/08/2019;42808;39810;37264;37671;36743;35434;34113;33260;32924;32716;33175;34146;35080;36092;36963;37794;39503;40887;42139;43299;43799;44385;44539;45009;46027;45967;47011;44791;44537;43734;43434;42995;42394;41983;41403;41078;41908;42305;43721;43218;42710;41750;41620;42314;41601;42706;45078;43915
 15/08/2019;41976;38290;36305;36487;36023;34052;32514;31758;31007;30627;30424;30786;31088;30542;29971;30384;31231;32635;33751;35144;36287;37210;37786;38392;39321;39651;41099;38324;37419;36963;36646;35835;35603;35579;35212;35464;36324;37145;38304;38334;38592;38091;38009;39611;38910;40382;42562;42072
 16/08/2019;40106;36921;35371;35360;34733;33127;31931;31251;30619;30215;30204;30949;31951;32475;32727;34020;35324;37014;38498;39747;41130;41455;42091;42556;44599;44592;45921;43705;43239;43186;42793;42058;41383;40974;40489;40292;40433;41301;41815;40709;40585;39684;38947;40595;39565;40655;42941;42002
 17/08/2019;40933;39535;37560;37820;36889;35257;34032;33361;32759;32297;32320;32860;33650;33515;33187;34208;35062;36397;37584;39128;39922;40657;41059;41701;43457;42784;44377;42558;41636;41235;40907;40449;39989;39381;38763;38981;39326;39648;40133;40170;39481;38617;39017;39827;39081;40153;42470;41853
 18/08/2019;40044;38825;36665;36624;36355;34835;33702;32815;32354;31997;31863;32029;32401;32351;31742;32440;33354;34369;35950;37103;38128;38977;39712;40321;42260;41681;43199;40993;39929;39595;38976;38540;38052;37824;37220;37519;38082;38808;39421;40291;40121;39681;40558;41527;40668;41904;43619;42534
 19/08/2019;40850;38264;36028;36206;35584;34388;32936;32318;31885;31996;32786;33900;35196;36763;37638;39202;40921;42572;44045;45438;46357;46838;47523;48366;49528;49485;50509;48496;48384;48161;47727;47019;46498;46029;45563;45169;45515;46018;46971;46458;46208;44789;44803;44607;43649;44393;46500;45911
 20/08/2019;43626;40955;38718;39114;38525;36871;35576;34919;34251;34240;34813;35908;37393;38925;39961;41388;43133;44968;45987;47143;47703;48379;48662;49340;50200;49949;51218;49386;49295;48711;48014;47338;46769;46035;46173;45318;45596;46092;47131;47184;46585;45494;45362;44802;44024;44822;47138;46083
 21/08/2019;44002;42700;40361;40821;40071;38338;37104;36179;35684;35579;36031;37247;38487;40436;41457;42810;44736;46122;47699;48609;49162;49980;50196;50800;51663;51303;52675;50999;51076;50122;49753;49227;48467;47882;47433;46736;47556;48036;49360;48712;47967;47030;47492;46580;45509;46707;48771;47904
 22/08/2019;45565;42166;39955;40439;39924;38394;37049;36260;35572;35574;35926;36999;38147;40036;40860;42160;43753;45519;46577;48196;48450;49472;49970;50722;51645;51195;52503;50493;50357;50337;49571;48858;48251;47966;47172;46400;47037;47603;48395;47514;46616;45544;46109;45415;44780;45732;47817;47483
 23/08/2019;45106;40275;38154;38917;38200;36575;35312;34456;33828;33883;34379;35236;36333;37726;38471;39709;41050;42851;44143;45165;46128;46668;47221;47873;49413;49021;50357;47893;47647;47493;46458;45928;45216;44682;44185;43712;44227;44479;45127;44127;43391;42868;43392;42962;42319;43219;45294;44176
 24/08/2019;42687;39936;37609;38205;37526;35408;33936;33231;32417;32319;32032;32317;32681;33054;32349;32884;33396;35039;36339;37698;39013;39903;40144;41289;43185;43155;44795;42897;41725;41791;41091;40654;40257;39888;39391;39673;40203;40527;41219;40779;40422;40030;40922;40573;39937;40480;42987;42401
 25/08/2019;40687;39321;36953;37355;36946;34996;33687;32617;32020;31736;31490;31248;31237;31420;30434;30639;31288;32579;34002;35457;36716;37808;38621;39326;41364;41340;43318;40896;39899;39846;38840;38700;38260;38148;37511;38107;38729;39430;40205;40973;40756;40318;41796;41847;40794;41615;43671;42551
 26/08/2019;40900;38825;36799;36823;36411;35166;34137;33317;33118;33316;34141;35228;36632;38502;39506;41282;42833;44471;45833;47158;48249;48756;49578;50125;51699;51706;52868;50873;51486;51463;50778;50362;50107;49434;48771;48535;48389;48821;49641;49218;48537;46865;47404;46995;45434;45860;47985;46843
 27/08/2019;44823;42744;40637;40833;40264;38884;37775;36921;36444;36476;37142;38287;39739;41439;42765;44611;46372;47744;48648;49824;50707;51531;52029;52553;53883;53527;54737;53091;53205;53237;52716;52008;51712;50976;51035;49884;49844;49974;50662;50324;49321;48312;48493;47343;46297;46137;48715;47436
 28/08/2019;45214;43772;41305;41955;41205;39757;38389;37522;37145;37101;37691;39200;40651;42690;44108;45591;47731;48888;50471;51385;52104;53039;53605;54315;55256;54891;56172;54806;54901;54618;54075;53658;53249;52272;51768;50907;51421;51670;52621;52321;51134;49691;50189;49181;47505;48039;50345;49031
 29/08/2019;46761;43668;41450;42032;41143;39460;38125;37376;36689;36910;37411;38677;39902;42087;43802;45187;46815;48156;49365;50610;51261;51968;52617;53395;54342;53772;55255;53394;52991;53863;52559;52021;51889;51474;50506;50178;50645;50963;51622;50958;49817;48471;49137;48009;47025;47723;49942;48808
 30/08/2019;46533;42993;40850;41463;40667;38769;37457;37102;36159;36294;36836;37648;38892;40914;42273;43911;45330;46791;47907;49141;49900;50220;51131;51764;52923;52393;53928;52095;51907;51892;50644;50163;49649;48891;48110;48000;48168;48725;48970;47865;47391;46453;47122;46515;45314;46220;48493;46871
 31/08/2019;45321;42504;39907;40593;39513;37713;36277;35632;34827;34197;34125;34535;34696;35388;35210;35584;36546;37999;39668;41237;42295;43004;43908;44703;46617;46261;48399;46527;45499;45462;44718;44301;43830;43186;42739;43186;43312;43558;44070;43873;43347;42910;44107;43559;42491;43419;45951;44757
 01/09/2019;43211;41453;39021;39509;38627;36911;35528;34559;33813;33219;33008;33235;33257;33543;32838;32805;33689;35143;36917;38289;39658;40750;41754;42712;44695;44506;46395;44014;42931;42747;41770;41358;40746;40217;39887;40352;40618;41519;42670;43338;42745;42910;44356;43466;42344;43383;45644;44062
 02/09/2019;43021;40662;38440;38865;37976;36573;35457;34626;34250;34096;35089;36425;38055;40924;42757;44340;45805;47047;48290;49191;49895;50410;51216;51812;52922;52360;53678;51939;52240;51625;51081;50737;50171;49432;48966;48389;48814;49276;50361;49827;48680;47977;48577;47378;45777;46719;48822;47689
 03/09/2019;45910;42948;40875;41374;40683;39061;37930;36979;36564;36360;37154;38372;39927;42789;45095;46494;47900;48825;49835;50402;50740;51182;51720;52091;53267;52340;53477;51970;51985;51791;50591;50384;49839;49221;48907;48303;48535;49058;50121;49726;48991;48291;48942;47107;45987;46368;48452;47066
 04/09/2019;45543;43572;41284;41538;40960;39490;37991;37404;37068;36821;37671;39009;40621;43192;45694;46868;48182;49608;50651;51257;51778;52029;52618;53224;54136;53480;55001;53028;53091;52678;51811;51811;51234;50591;49861;49260;49611;50252;51876;50933;50010;49598;49757;48278;46742;47408;49519;48406
 05/09/2019;46370;43352;41296;41730;40977;39541;38132;37505;36872;37238;37533;38634;40349;43465;45647;47210;48459;49620;50337;51057;51604;51957;52450;52730;53865;53102;54395;52384;52056;51862;51045;50336;50005;49285;48612;47961;48779;49181;50514;49649;48696;48144;48420;47101;45670;46180;48358;47521
 06/09/2019;45701;41696;39808;40305;39654;38297;37120;36380;35726;36251;36455;37671;39273;42186;44305;45740;47191;48318;49074;50072;50601;50399;51146;51099;52360;51559;53059;50676;50693;50844;49482;48719;47799;46879;46388;46215;46520;46877;47365;46547;46077;45938;45735;44956;43446;43985;46410;44924
 07/09/2019;43622;40905;38856;39126;38181;36667;35242;34533;33752;33764;33267;33890;34378;35066;35321;35475;36571;38090;39516;41052;41737;42325;42857;43292;45024;44619;46301;44082;42938;42901;41482;41019;40143;39564;39262;39357;39847;40451;41185;41155;41076;41558;41754;40736;39814;40511;43076;42513
 08/09/2019;41361;39908;37891;38234;37745;35849;34448;33623;33004;32663;32164;32509;32849;33284;33342;32689;33785;35129;36580;37916;38932;39795;40355;40876;42763;42513;44157;41537;39845;39689;38151;37565;37277;36355;36381;36894;37686;38641;40076;41127;41387;42135;42927;41514;40657;41297;43691;43089
 09/09/2019;41614;40234;38043;38427;37829;36469;35357;34766;34378;34519;35301;36873;38856;41623;43706;45310;47198;48082;49086;50058;50392;50580;50949;51299;52071;51377;52560;50688;50444;49830;49051;48519;48021;47249;46951;46166;46886;47572;49206;49049;48047;47297;47715;46616;45290;45903;48087;47217
 10/09/2019;45426;43282;41025;41359;40877;39353;38304;37528;36865;37549;37507;38937;40792;43460;45817;47531;49133;49757;50715;51436;51368;51718;51879;52200;53077;52129;53198;51517;51309;50630;49697;49310;48767;48092;47617;46871;47578;48242;49746;49597;48659;47741;48357;46886;45296;46163;48169;47146
 11/09/2019;45424;43600;41279;41254;41053;39650;38414;37851;37191;37249;37885;39396;41246;43892;46612;47814;49225;50663;51455;52131;52159;52329;52625;53051;53610;53036;54388;52451;52300;51476;50741;50464;49884;49127;48585;48007;48640;49406;51117;50799;49911;49456;49254;47747;45902;46857;48881;47956
 12/09/2019;46081;43369;41310;41157;40945;39515;38397;37783;36920;36764;37672;38788;40588;43749;46684;47992;49214;50369;50853;51804;51896;52134;52198;52653;53201;52495;53811;51981;51286;51067;50020;49626;49184;48508;47941;47466;48278;49110;50670;50201;49389;48800;48616;47193;45385;46405;48459;47653
 13/09/2019;45757;42744;40650;40711;40426;39035;37948;37267;36567;36427;37230;38386;39989;42942;45685;46981;48174;49309;50249;51132;51453;51481;51803;51777;52605;51947;53593;51379;51256;51628;49837;49386;48762;47904;47558;47486;47939;48396;49238;48621;48398;48629;47319;46455;44829;45847;47977;46634
 14/09/2019;44886;42738;40304;40301;39631;38014;36508;35798;35079;34556;34545;35049;35596;36520;37353;37547;38251;39922;41262;42676;43318;43931;44425;44778;46478;46167;47998;45793;44914;45310;43440;43221;42406;42031;41686;41800;42539;42944;44109;43971;44271;44844;43844;42844;41856;42777;45123;44725
 15/09/2019;43111;40949;38812;38944;38526;36715;35156;34362;33610;32978;32916;33095;33340;33903;34577;33994;34536;36007;37245;38756;39814;40914;41834;42482;44508;44452;46243;43760;42298;42287;40757;40545;40150;39431;39244;39741;40691;41563;43087;44005;44416;45072;44730;43336;42314;42965;44998;44609
 16/09/2019;42645;40678;38418;38417;38087;36686;35555;34802;34297;34192;35302;36848;38653;41595;44434;45845;47018;48129;48944;50105;50642;51269;51788;52244;53182;52787;54242;52729;52557;52250;51600;51284;50671;49989;49547;49117;49780;50213;51653;51390;50883;50137;49329;47790;46246;47011;48948;48309
 17/09/2019;45984;43590;41228;41271;41031;39458;38505;37582;37031;37284;37671;38931;40787;43717;46640;48107;49193;50025;50965;51781;52065;52610;52919;53183;54220;53363;54720;53216;53006;53205;52079;51786;50906;50426;49949;49314;49924;50323;51406;51101;50718;50388;49581;47774;46359;46970;48971;48363
 18/09/2019;46210;43789;41511;41789;41276;39826;38484;37925;37282;37017;37668;39195;40982;43917;46833;48078;49237;50703;51773;52290;52541;52904;53305;53606;54356;53732;55283;53406;53364;53446;52310;51904;51060;50423;49746;49076;49745;50440;51697;51343;50846;50976;49520;47643;46214;46952;49159;48518
 19/09/2019;46586;43437;41293;41652;40993;39518;38195;37581;36609;36422;37197;38581;40410;43852;47020;48595;49579;50726;51223;51945;52085;52467;52615;53017;53706;52899;54177;52544;51975;52215;51021;50393;49816;49068;48403;47727;48572;49020;50374;49747;49519;49557;48053;46469;44995;45676;47955;47384
 20/09/2019;45674;42540;40429;40869;40139;38800;37501;36911;36037;35954;36760;38172;39946;43041;46113;47616;48616;49596;50391;51200;51251;51410;51685;51616;52462;51743;53173;50979;50623;51059;49528;48844;48114;47132;46604;46431;46947;47207;47831;47065;47569;47932;46128;45046;43670;44514;46793;45788
 21/09/2019;44222;41553;39260;39742;38622;36934;35455;34729;33934;33429;33344;34135;34779;35764;36818;37026;37794;39296;40471;41994;42418;42996;43420;43798;45446;44971;46857;44440;43563;43443;42527;41990;41081;40661;40045;40232;40966;41395;42383;42133;43159;43765;42325;41091;40094;41251;43748;43394
 22/09/2019;42003;39955;38043;38385;37722;35989;34350;33555;32827;32272;31934;32327;32633;33294;34074;33436;34113;35326;36535;38024;38743;39819;40635;41302;43359;43034;44829;42062;40632;40377;39270;38660;37999;37376;36956;37451;38399;39383;40768;41607;42846;43468;42555;41099;40079;41075;43255;42977
 23/09/2019;41364;39386;37309;37604;37029;35869;34345;33792;33299;33357;34147;35932;37692;40793;44033;45452;46609;47490;48394;49448;49654;49988;50468;50799;51798;51406;52476;50606;50463;50245;49401;48566;48090;47359;46756;46421;47150;47801;49400;49254;49730;48662;47165;45620;44052;44920;46977;46268
 24/09/2019;44534;42389;40042;40322;39802;38333;37103;36391;35661;36084;36283;37774;39441;42489;45859;47355;48262;49159;50074;50944;51082;51273;51582;51911;52853;52387;53194;51176;51009;51121;49948;49180;48654;47822;47581;46979;47641;48252;49810;49601;50188;49130;47642;46240;44534;45199;47159;46587
 25/09/2019;44823;42293;40013;40513;39663;38291;36824;36314;35717;35525;36088;37684;39474;42478;45784;47051;47856;49395;50571;51060;51100;51415;51675;52109;52875;52655;53691;51397;51354;51475;50248;49589;49060;48367;47985;47367;48045;48946;50769;50477;51081;50036;48225;46475;44962;45606;47639;46991
 26/09/2019;45191;42864;40605;41048;40181;38634;37377;36556;35785;35622;36203;37562;39236;42618;46134;47910;48557;49703;50355;50992;51031;51362;51572;51958;52990;52451;53457;51373;50845;51226;50181;49340;48852;48236;47517;47279;48037;48633;50636;50202;50968;49694;47914;46107;44388;45215;47301;46721
