Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 01/04/2022;58277;54769;52818;53685;53426;52243;50876;50297;49607;49459;50149;51867;54152;57384;60135;62302;63327;65056;65947;66756;66692;67102;67031;66821;67495;66784;68244;65167;64094;63377;61586;60589;59354;58840;58164;58472;59870;61540;63424;64661;64651;65958;65097;63798;61944;62754;64652;64170
 02/04/2022;62483;59849;57502;57893;57312;56033;54717;53630;52817;52186;52635;53373;54140;55354;56018;56224;57598;59171;60670;62238;62437;62091;61706;61638;62325;61930;63142;60144;58594;57817;55802;54841;53911;53380;52933;52980;53733;55504;57716;58721;58741;59205;59948;58990;58451;59719;61854;62020
 03/04/2022;61127;60869;58819;59538;59216;57623;56357;55490;54648;54148;54185;54997;55252;56167;56244;56910;58090;59356;61490;62235;63013;62921;62810;63054;63927;62858;64110;60254;58350;56664;55005;54003;53378;52852;52380;52573;53622;55673;58862;59884;60377;60921;62014;60879;60148;60399;63005;62915
 04/04/2022;62090;59784;58223;59391;59326;57817;56782;56276;55830;55995;56709;58866;61012;64591;68256;70834;72218;73154;74079;73433;72987;71947;71823;70885;71179;69654;70974;67818;66517;65021;63282;62245;61265;60406;60042;59504;60484;61559;64243;65816;66077;66309;65195;63819;62428;63332;64326;63685
 05/04/2022;61947;60242;58311;58391;58272;57205;55660;54850;54069;53956;54511;56246;58492;61451;64905;67594;68704;69655;70242;70167;69520;68853;68705;68091;68585;67415;68410;65691;64741;63525;61560;60285;59463;58382;58348;57353;58223;59172;61360;62694;63740;63423;61881;60648;59283;59770;61609;60705
 06/04/2022;59098;57036;55403;55103;54786;53796;52568;51654;50892;51161;51476;53047;55289;57831;60799;62855;64371;65705;66255;66555;65625;65341;64913;65074;65701;64612;65968;63422;62154;61666;59771;58614;57800;56971;56604;55916;56818;57819;59927;61143;61596;60784;60108;58875;57499;57994;59742;59039
 07/04/2022;57264;54205;52268;52905;51965;50557;49267;48253;47524;47352;47788;49499;51653;54666;57845;59833;61037;61613;62070;62041;61288;60625;59889;60056;60784;59451;60800;58502;57461;57065;54859;53778;52884;51769;51260;51080;51964;52893;55378;56517;57306;56905;56157;55022;53539;54267;55952;55321
 08/04/2022;53906;52206;50171;50523;50445;49038;47338;46962;46187;46162;46979;48653;50451;53830;56667;58565;59722;60643;61358;60724;59839;59066;58464;58312;59113;58172;59535;56510;55617;55438;52849;51694;50450;49562;48845;49137;50581;51854;53520;54995;56025;56510;56072;54981;53360;54154;56420;55967
 09/04/2022;54329;53159;51030;51231;50978;49618;48057;47433;46556;46310;46823;47780;48597;49961;50611;50762;52362;53629;54875;55787;55691;54869;54636;54182;55195;54567;55909;52974;51387;51381;48704;47732;46591;45921;45770;46481;47903;49543;51668;53009;54401;53922;54344;53459;52670;53613;56337;56607
 10/04/2022;55707;55414;53462;54083;53936;52586;51272;50544;49743;49502;49586;50643;51108;52117;52032;52009;53341;54194;55260;55800;55594;55091;54495;53975;54738;53374;54949;50842;48453;47373;45230;44172;43388;42763;42713;43238;45154;47144;50263;51759;53135;52508;52945;51944;51204;51794;54160;54129
 11/04/2022;53262;52226;50692;51438;51253;50151;48983;48303;47717;47973;49009;50901;53178;56608;59645;61698;62849;62981;63494;62512;61126;59563;58884;57562;57724;56327;57831;54455;52918;51702;50401;49309;48446;47584;47023;47324;48588;49829;52226;53190;54165;53627;51974;50548;49032;50119;51365;51274
 12/04/2022;50129;48375;46432;46610;46516;45800;44312;43498;42709;42588;43768;45294;47595;50835;53696;56223;57400;58007;58408;58208;57055;55978;55774;54965;55430;54680;55984;53251;52276;51158;50326;49445;48846;47941;47732;47866;49023;50179;52262;52952;53659;52937;51146;49774;48217;48952;50774;50327
 13/04/2022;49189;47665;45553;45424;45275;44197;43038;42152;41317;41616;42559;43921;46066;48699;51075;52844;54527;55869;56255;56642;55358;54658;54299;54407;55050;54450;55950;53363;52363;51552;50662;49770;49146;48304;47794;47777;48934;50018;52016;52448;52772;51555;50711;49283;47957;48193;50475;50290
 14/04/2022;48930;47647;45667;46256;45618;44171;43110;42208;41331;41463;42400;43879;46354;49036;51695;53550;55053;55690;55996;56183;54863;53906;53173;52837;53386;52105;53280;51267;50228;49701;48456;47644;46814;45845;44965;45232;46056;46690;48778;49078;49782;49256;48311;47533;46759;47393;48886;48242
 15/04/2022;47422;45613;43443;43883;43660;42327;41114;40578;39760;40006;40853;42446;44818;47389;49717;51641;52941;53964;54524;54184;53155;52503;51859;51394;52107;51117;52611;50055;49092;48655;47325;46108;45293;44123;43321;43684;44913;45340;46761;47183;47482;47734;47198;46422;45380;45908;47835;47418
 16/04/2022;46289;44645;42487;42614;41847;40669;39409;38376;37633;37332;37591;38392;38914;39752;39573;39676;40804;42025;43447;44353;43986;43568;43278;42874;44161;43820;45678;42912;41911;41350;40489;39095;38596;37867;37565;37885;39016;39648;40644;41742;42797;42827;43484;42912;42417;43653;45445;45651
 17/04/2022;44723;43118;41134;41427;40968;39626;38235;37233;36528;36142;36086;36663;36798;37470;36496;36645;37458;38515;39966;40727;40966;41007;41113;40906;41693;41484;43139;39574;38022;36302;36468;35653;35310;35124;34852;34805;35679;36543;37912;38896;40420;40923;42373;41612;41808;42576;44356;44400
 18/04/2022;43501;41569;39730;40372;40075;38542;37259;36567;35981;35810;35681;36229;36695;37341;36981;37053;37464;38651;39848;40653;41462;41572;41969;41795;43346;43068;45072;41578;40102;38421;38472;37537;36804;36725;36158;37409;38440;40061;41926;43880;45587;45759;45836;44784;44073;45070;46412;45673
 19/04/2022;45172;42231;40556;40992;41038;39830;38479;37807;37061;36959;38157;39737;42104;44804;46981;49053;50637;51889;52905;53459;53071;52238;52096;51466;52739;51797;53580;51250;50708;50030;48629;47878;47106;46585;45907;45988;47117;48365;50764;51465;52126;51065;49771;48758;47318;48161;49879;49379
 20/04/2022;48164;46735;44924;45189;44917;43456;42427;41486;40645;40821;41458;42797;45274;47310;49167;51280;52890;54374;55036;55323;54807;54061;53912;53850;54772;53680;55434;53045;52278;51717;50302;49468;48947;48359;47854;47567;48601;49465;51926;52392;52576;51069;50399;49624;48180;48321;50249;49987
 21/04/2022;48499;45269;43464;44151;43584;42072;41093;40075;39433;39513;40297;41636;44018;46202;48026;50164;51581;52661;52930;53687;53463;52796;52496;52195;52988;51780;53238;51017;50526;49628;48816;47800;47335;46482;46016;45660;46422;46992;49085;49439;49633;48851;48213;47542;46641;47785;47945;47632
 22/04/2022;46408;45050;43199;43478;42934;41924;40469;39831;39188;39050;39614;40778;42355;44808;46425;48510;49976;51106;52119;52380;52486;51527;51177;50862;51958;51182;52752;50054;49323;48330;47207;45942;45122;44270;43409;43835;44733;45547;46985;47287;47247;47251;46911;46036;45261;46260;47096;47291
 23/04/2022;45843;43794;41857;41810;40860;39680;38305;37190;36591;36011;36151;36566;36309;36887;36281;36622;37820;39458;41084;42328;43220;42609;42749;42761;44470;44252;46104;43347;42555;41520;40776;39797;39261;38765;38287;38998;39761;40770;42026;43043;43467;42969;43454;42745;42343;43516;45021;45606
 24/04/2022;44520;43123;41250;41580;41003;39233;37787;36616;35906;35288;35333;35442;35132;35288;33956;34175;35325;36529;37997;39421;40570;40766;41373;41539;43340;43048;45032;41764;40397;39398;38761;37997;37612;37161;37040;37345;38241;39786;41984;43344;43971;43537;44369;43883;43330;43739;45755;45730
 25/04/2022;44617;42832;41030;41770;41699;39997;38723;37889;37602;37751;38801;40116;41845;44231;46017;48196;49384;50406;51108;51228;51022;50637;50870;50524;51641;51155;52982;50376;50029;49103;48105;47298;46826;46052;45465;45562;46426;47501;49670;50591;50729;49998;49095;47926;46654;47538;48968;48383
 26/04/2022;47310;45890;43930;44511;44237;43184;41648;40715;40380;40129;40908;42279;44256;46679;48502;51172;52570;53592;54295;54184;53308;52734;52758;52163;53075;52239;53838;51436;51069;50466;48828;47892;47452;46415;45856;45601;46700;47772;50119;50518;50575;49725;48935;48015;46994;47633;49326;48983
 27/04/2022;47730;45654;43930;44511;44050;42949;41637;40725;40350;40494;41074;42404;44314;46347;47864;50107;52006;53517;54422;54168;53387;52701;52282;52336;53275;52394;53841;51256;50698;50299;48553;47594;47028;46218;45531;45586;46482;47408;49691;50008;49600;48489;48121;47045;45980;46425;48765;48339
 28/04/2022;46865;45479;43568;44166;43637;42247;40874;39934;39421;39352;40029;41395;43448;45460;47189;49408;50910;51829;52130;52271;51716;51566;51119;51087;51893;50915;52109;49914;49437;48925;47655;46818;46262;45385;44716;44522;45263;45589;47523;47444;47311;46399;45908;45284;44475;45084;46932;46305
 29/04/2022;45118;42949;40943;41357;41050;39738;38347;37631;36983;36983;37523;38810;40665;42650;44357;46410;47905;48875;49786;49788;49956;49758;49710;49562;50505;49798;51368;48714;47925;47758;46201;45440;44343;43490;42695;43014;43819;44198;45715;45388;45300;45061;44878;44625;43939;44169;46276;45793
 30/04/2022;44237;42800;40710;41168;40372;39025;37544;36578;35898;35479;35345;35989;36202;36642;36482;37107;38440;39803;41344;42548;43186;43172;43235;43260;44931;44404;46353;43571;42758;42440;41027;40104;39456;38671;37838;38551;39351;39959;41445;41966;42298;41598;42295;41992;41616;42245;44804;44803
 01/05/2022;43631;41752;39774;40819;40015;38416;36875;35889;35414;34607;34484;34679;35314;34685;34103;34805;35614;36519;37846;38953;39641;39958;40356;40420;42350;41976;44231;41260;39988;39826;38475;37636;37322;36900;36063;36686;37920;38950;41340;41837;42004;41672;41928;42282;41320;41139;43986;43692
 02/05/2022;42508;40446;38566;39464;39188;37588;36204;35578;35275;35481;36709;38068;40320;42423;44709;47158;48380;49446;50144;50278;49927;49827;50002;49669;51080;50305;52297;49409;49251;48907;47718;47074;46305;45804;44663;44918;45744;46828;48626;48942;48953;48422;47384;46600;45479;45893;47814;47210
 03/05/2022;45823;43924;41941;42016;42009;40533;39053;38176;37519;37350;37901;39268;41012;43114;45101;47470;48926;49697;49819;50842;50436;50898;51009;50969;52082;51245;52744;50478;50212;50401;48582;48204;47387;46723;46372;45761;46434;47302;48955;48794;48781;47981;47365;46864;45696;46117;47976;47427
 04/05/2022;45791;43409;41473;41862;41590;40058;38846;37868;37397;37243;37839;39024;40830;42370;43960;46086;47824;49267;50036;50571;50686;50390;50063;50449;51743;51068;52814;50588;50092;50464;48721;48216;47347;46736;46278;45662;46232;47071;48790;48774;48368;47326;46972;46307;45199;45444;47626;47011
 05/05/2022;45408;44216;42101;42881;42461;40655;39381;38647;37987;37783;38603;39746;41546;43008;44850;47472;48850;50234;50974;51356;51332;51249;51059;51071;52071;51499;52963;50691;50514;49863;49183;48376;47625;46603;45572;45747;46226;46720;48387;48281;47803;47016;46622;46411;45531;45279;47840;47361
 06/05/2022;45943;44921;42955;43587;43077;41425;40159;39708;39190;38881;39578;40630;42300;43687;45582;47910;49306;50572;51265;51287;51022;51013;50500;50378;51266;50954;52392;49992;49215;48934;47882;46990;45721;45031;44111;44558;45028;45704;46590;46336;45795;45227;44700;44991;44268;44379;46734;46358
 07/05/2022;44691;43085;40981;41517;40792;39061;37751;36823;36194;35589;35468;35898;35987;35985;36266;36962;38168;39796;41100;41966;42606;43132;43056;43319;45057;44939;46717;44123;43253;42478;41769;40964;40167;39735;38849;39271;39927;40748;41451;41527;41301;40312;40878;41200;40783;41200;43732;43719
 08/05/2022;42513;41044;39085;39499;38863;37438;35983;34918;34217;33626;33299;33595;33418;33262;32746;33503;34485;35939;37372;38369;39334;40219;40613;41233;43269;43140;45112;42130;40827;40063;39177;38290;37961;37461;36601;37109;38253;39215;40597;41157;41207;40163;40811;41501;41106;40962;43663;42851
 09/05/2022;41718;40499;38497;38674;38661;37047;35804;35051;34537;34751;35704;36971;38745;40550;43047;45331;46721;47842;48689;48695;48602;48726;48965;49185;50597;50376;52226;49799;49238;48859;47926;47447;46825;46265;45286;45503;46193;46811;48173;47946;47369;45670;44935;45268;44397;44162;46421;45503
 10/05/2022;44268;42609;40581;40373;40356;38707;37327;36360;35612;35458;35996;37212;38756;40186;42811;45079;46466;47440;48030;48756;48875;49465;49934;50733;51705;51421;53185;51221;51025;50697;49737;49095;48682;48055;47075;47127;47820;48098;49616;49141;48266;46768;45588;46396;45387;45195;47357;46440
 11/05/2022;44856;42928;40767;40890;40434;38872;37654;36630;35916;35692;36125;37300;38806;39985;42447;44533;46211;47879;48932;49538;49879;50111;50481;51514;52631;52257;54191;52195;51803;51685;50588;49519;49109;48784;47697;47958;48394;48804;50295;49898;48701;47189;46322;46605;45757;45430;47858;46915
 12/05/2022;45225;43494;41107;41592;41063;39245;37945;37125;36395;35972;36668;37754;39237;40725;43427;45696;47210;48699;49834;50291;50356;50497;50824;51564;52536;51988;53502;51628;51366;50631;49990;48989;48889;48009;47096;47367;47789;47830;49437;48795;47791;46673;45590;46375;45677;46190;47925;46729
 13/05/2022;45409;43324;41022;41280;40843;39411;37995;37312;36600;36455;36865;37950;39355;40961;43245;45674;46991;48513;49485;50089;49959;50102;50447;50915;51969;51397;52963;50873;50412;50141;48747;47817;47255;46409;45693;45712;46303;46561;47466;46789;46068;45295;44169;45072;44636;45698;46994;46422
 14/05/2022;44655;43014;40534;40600;39955;38570;37191;36123;35384;35028;34655;35037;35279;35282;35818;36661;37729;39191;40391;41802;42312;42661;43245;43790;45502;45078;46965;44800;44306;44079;42773;41764;41253;40822;40416;40406;41048;41612;42612;42390;41754;40752;40716;41351;41281;42730;44177;44038
 15/05/2022;42520;40290;38273;38832;37858;36383;34973;33895;33015;32295;31922;31972;31795;31561;31617;32149;33196;34674;35895;37576;38948;39602;40458;41640;43279;43007;45016;42431;41710;41441;40171;39562;39209;38904;38565;38826;39839;40540;42126;42450;41973;40975;41109;41921;41737;42612;44269;43685
 16/05/2022;41881;39958;37877;38633;38069;36336;35127;34235;33642;33477;34330;35542;37080;38857;41662;43973;45533;46969;47863;48825;49288;49435;49902;50339;51702;51185;52944;50672;50839;50442;49344;48727;48312;47772;47162;47370;47526;48148;49790;49172;48124;46599;45562;45809;45267;45564;47443;46534
 17/05/2022;44887;42475;40555;40611;40338;38427;37183;36288;35681;35364;35857;37128;38287;39988;42947;45175;46565;47576;48251;49399;49609;50014;50573;51110;52382;51738;53367;51438;51579;51124;50262;49766;49434;48636;48394;48033;48558;49167;50466;49468;48395;46925;45523;46329;45757;46146;47946;47007
 18/05/2022;45208;42712;40795;41096;40515;38744;37706;36766;36100;35841;36338;37343;38550;40128;42377;44643;46318;47882;48831;49546;50313;50385;50929;51615;53274;52532;54338;52477;52473;52049;51271;50581;49995;49517;49029;48599;49369;50170;51412;50312;49259;47653;46403;46569;46147;46366;48329;47413
 19/05/2022;45524;43082;40911;41471;40939;39137;38030;37054;36595;35989;36960;37792;38993;40753;43096;45575;47177;48446;49488;49981;50860;51217;51449;52066;53412;52737;54139;52483;52429;51848;51497;50845;50506;49549;49379;48832;49546;49896;51304;50176;49154;47595;46164;46485;46358;46711;48429;47186
 20/05/2022;45441;43095;40983;41037;40494;39068;37844;37107;36488;36023;36810;37649;38661;40314;42657;44953;46546;48023;49027;49913;50730;51157;51331;51762;53051;52578;54085;52190;51557;51236;50608;50122;49333;48317;47960;47729;48357;48597;49149;48251;47410;46232;44863;45235;45372;46017;47458;46480
 21/05/2022;44718;42659;40309;40388;39601;38015;36740;35586;34921;34195;34002;34129;33923;33990;34691;35482;36915;38593;40073;41544;42730;43514;44034;44369;46273;45944;47824;45756;45063;44711;43925;43289;42753;42030;41942;41928;42391;42872;43511;42963;42347;41199;40904;41239;41515;42648;44248;43856
 22/05/2022;42484;40050;38308;38687;37969;36220;34893;33795;33083;32258;32043;32143;31499;31515;31764;32283;33491;34928;36460;37885;39252;40347;41008;42083;43627;43313;45095;42718;41856;41546;40728;40044;39753;39068;39294;39299;40159;40974;42071;42324;42105;40948;40944;41321;41490;42047;44013;43251
 23/05/2022;41662;39301;37405;38097;37697;36043;34822;34045;33522;33313;34359;35595;36868;39055;41646;43892;45779;47108;48142;48606;49202;49658;50018;50321;51677;51029;52536;50638;50551;50123;49143;48325;47590;46966;46266;46292;46541;47237;48577;48132;47211;45400;44287;44344;44209;44641;46456;45485
 24/05/2022;44068;42174;40216;40357;39950;38582;37280;36358;36060;35802;36585;37684;38833;40902;43729;45910;47496;48550;49292;49809;49884;50288;50734;50938;51984;51212;52596;50759;50639;50335;48907;48442;47775;46870;46471;45986;46541;47172;48477;47966;47079;45380;43945;44449;44308;44765;46724;45563
 25/05/2022;44375;42085;40270;40477;39890;38990;37902;36962;36644;36637;37286;38378;39466;41480;43786;45847;47635;49343;50222;50516;50770;50728;51000;51206;52538;51618;53138;51295;50630;50614;48731;48359;47513;46918;45808;45594;45948;46534;47638;46672;46304;44591;43382;43562;43295;44035;46142;45116
 26/05/2022;43632;41744;39630;40136;39048;37959;36689;35427;34904;34060;33673;33804;33412;33618;34689;35272;36480;37891;39354;39851;40723;41587;42002;42287;44001;43881;45487;42760;41707;40520;39553;39131;38854;38504;38082;38574;39248;39916;41221;41460;41513;40477;39903;40405;40535;41992;43803;42509
 27/05/2022;41539;39484;37635;38027;37526;36058;34851;33958;33266;32900;33446;34105;34600;35491;36885;38215;39483;41393;42522;43505;44377;44893;45228;45607;47066;46682;48076;45465;44801;44058;42902;42320;42003;41380;41138;41189;41911;42479;43433;43057;42594;41362;40622;41178;41357;42470;44294;43395
 28/05/2022;42098;41277;39037;39352;38786;36977;35726;34816;33907;33558;33239;33895;33676;33598;34233;35107;36367;38206;39435;40876;41681;42164;42905;43261;44939;44514;46256;43785;42939;42756;41498;40904;40508;39608;39758;39587;40412;41107;42169;41948;41357;40352;40032;40106;40362;42290;44062;43917
 29/05/2022;42703;40636;38822;39132;38011;36671;35234;34401;33605;33236;32944;33185;32412;32564;32838;33618;34897;36396;37711;38710;39927;40209;41017;41748;43278;42748;44745;41871;40610;40533;38915;38416;37881;37392;37530;37771;38708;39771;41803;41791;41403;40594;40740;40500;40565;42331;44232;43639
 30/05/2022;42305;40193;38457;39042;38541;37296;36052;35287;34809;34951;36041;37213;38451;40964;43624;46047;47993;49378;50264;50454;50785;50788;50939;51167;52177;51383;52535;50571;49675;49205;47831;47271;46516;45976;45286;45206;45632;46588;48453;48294;47203;45468;44315;43991;43842;45235;47081;46037
 31/05/2022;44532;41937;40020;40217;39719;38565;37335;36529;36269;36017;36630;37656;38947;41005;43657;45909;47345;48478;48952;49579;49281;49767;50182;50085;50922;50148;51368;49299;48808;48737;47092;46858;46280;45728;45794;45159;45944;46604;47894;47829;46809;45198;43855;43992;43875;44948;46712;45418
 01/06/2022;43939;41780;39832;39957;39243;38113;36897;36226;35853;35495;36147;36920;38077;40043;42102;44256;46061;47849;48423;49082;49390;49798;50070;50296;51435;50708;52332;50008;49554;49715;48251;47803;47242;46422;46415;45714;46575;47400;48434;48262;47140;45317;43920;43907;43906;44820;46748;45691
 02/06/2022;43889;42074;40017;40730;39838;38569;37468;36457;36275;35574;36384;37121;38035;40341;42740;45079;46621;48257;48878;49360;49654;50347;50520;50709;51788;50978;52651;50593;50168;50206;48977;48477;48226;47381;47241;46786;47514;47954;49195;48374;47626;45982;44757;44503;44659;45572;47270;46008
 03/06/2022;44112;42313;40056;40332;39736;38370;37124;36230;35732;35319;35682;36710;37439;39460;41954;44229;45636;47351;48272;49172;49623;50368;50544;50945;51862;51453;52852;50540;49946;50104;48796;48349;47677;46993;46577;46541;47074;47407;47764;46906;46252;44969;43978;43695;44049;45373;47103;46155
 04/06/2022;43926;42195;39547;39897;38945;37187;35876;34828;34114;33553;33154;33384;33061;33234;33870;34859;36075;38027;39379;41190;42300;43167;43608;44029;45839;45620;47522;45405;44610;44897;43598;43040;42677;42174;42080;42041;42699;43171;43708;43189;42459;41257;40848;40385;40871;42766;44696;44292
 05/06/2022;42492;40303;38309;38512;37307;35726;34439;33378;32660;32120;31614;31479;30513;30373;30404;31032;31893;33533;34815;36774;37962;39044;40003;40633;42425;41966;44285;42121;41071;41416;40074;39649;39183;38776;38454;38641;39540;40080;40674;41022;41155;40138;40293;39871;40593;42001;43961;43325
 06/06/2022;41234;38888;36839;37408;36830;35146;33742;32709;32039;31858;31436;31978;31333;31822;32279;33015;34400;35809;37410;38661;40023;41235;42315;42980;45056;45308;46688;44425;43492;42524;42035;41249;40863;40064;39654;40339;41339;41965;43610;43532;42807;41678;41234;40684;40836;42569;44373;43660
 07/06/2022;41724;39317;37949;37762;37641;36459;35024;34283;33834;33814;34527;35896;37182;39584;42265;44730;46187;47182;48118;48866;49044;49602;49922;50540;51584;51033;52363;50828;50157;50018;48892;48389;48074;46902;47159;46606;47254;47812;49132;48742;47706;46077;44727;44161;43981;45411;47256;46162
 08/06/2022;44473;42161;40181;39873;39615;38555;37352;36767;36026;35894;36279;37043;37841;39966;42239;44597;46237;47841;48778;49342;49952;50221;50806;51555;52596;52052;53349;51243;50767;50993;49636;48794;48422;47800;47865;46525;47262;47987;48982;48568;47398;45869;44373;43896;43748;45201;47019;46224
 09/06/2022;44598;42014;39942;40679;40165;38721;37664;36837;36220;35859;36499;37184;37970;40121;42554;44960;46828;48219;49058;49263;49844;50226;50721;50901;52109;51418;52707;50706;50669;50144;49552;48572;48231;47416;47263;46558;47196;47498;48977;48286;47411;45809;44497;43769;43824;45023;47091;46204
 10/06/2022;44378;42079;40264;40561;40341;38676;37632;36962;36232;36140;36598;37434;38177;40136;42565;44774;46639;47713;48865;49104;49826;49979;50474;50739;51478;51032;52285;49997;49933;49220;48418;47463;46996;46192;45938;45642;46169;46254;46817;46251;45842;44179;43239;42718;42931;44407;46336;45771
 11/06/2022;43639;41795;39579;39755;39382;37699;36302;35408;34674;34262;34019;34321;33764;33977;34779;35812;37177;38811;40343;41210;42390;42980;43728;43934;45854;45431;47181;44975;44244;43812;42953;42056;41703;41208;40804;40695;41542;41852;42813;42593;42168;40830;40173;39783;40493;42074;44344;44073
 12/06/2022;42030;40316;38323;38670;37809;36417;34952;34051;33325;32898;32649;32482;31777;31584;31864;32566;33570;34989;36491;37714;39053;39890;41008;41497;43358;42923;44984;42384;41274;41195;40173;39720;39185;39165;39068;39127;40221;40999;42354;42710;42604;41416;40964;40555;41034;42519;44609;43846
 13/06/2022;41872;39775;37636;38482;38097;36351;35092;34382;33839;33888;34674;35704;36922;39016;41477;43852;45822;47271;48496;48975;49704;50168;51003;51133;52550;51875;53456;51633;51209;50980;50221;49761;49233;48802;48052;47804;48440;48938;50483;49750;48809;46915;45678;44683;44749;46288;48038;47210
 14/06/2022;44839;42543;40530;40921;40621;38857;37672;36705;36237;36006;36617;37537;38475;40585;43229;45553;47119;48234;49137;49903;50154;50705;51328;51810;52951;52342;54027;51817;51728;51837;50698;50100;49703;49556;49021;48643;49177;49435;50773;50051;49249;47497;46174;45347;45383;46649;48569;47703
 15/06/2022;45363;42786;40690;40856;40364;38962;37756;36987;36261;36326;36660;37544;38446;40283;42390;44484;46336;48125;49211;49833;50547;50951;51450;52120;53431;53095;54643;52475;52591;52709;51601;50965;50502;50356;49926;49446;50229;50567;51967;51020;49739;47975;46629;45703;45844;46840;48853;48098
 16/06/2022;45823;43219;40976;41821;41090;39509;38292;37379;36782;36396;37015;37668;38626;40679;42933;45389;47092;48792;49643;50241;50970;51451;52096;52457;53631;53080;54691;53096;53198;53207;52709;52069;51774;51416;50921;50719;51373;51449;52894;51734;50530;48926;47484;46403;46329;48111;49724;48497
 17/06/2022;46350;44093;41900;42503;41554;40216;38960;38159;37658;37404;38012;38720;39512;41430;43568;45875;47791;49275;50306;51390;52211;52754;53248;53749;54795;54442;56105;54070;54235;54317;53562;52957;52478;52082;51643;51635;52124;51945;52127;51114;50017;48549;47331;46777;46613;48414;50126;49007
 18/06/2022;46515;44194;41692;41847;41015;39339;37950;37175;36592;36171;35944;35963;35602;35925;36346;37458;39022;40759;42658;44232;45498;46566;47225;47893;49723;49479;51488;49428;49087;49473;48559;48140;47785;47407;47226;47318;47747;47595;47742;47078;46177;45004;44035;43582;43555;45655;47462;46472
 19/06/2022;44518;42231;40098;40210;39278;37724;36324;35659;34908;34560;34307;34003;33184;33222;33362;34153;35305;36883;38585;40402;41870;43048;43987;45021;46650;46381;48439;45754;44949;45361;44162;43842;43111;42961;43032;43465;44110;44298;45623;45551;45095;43920;43320;42954;42534;44622;46306;45026
 20/06/2022;43254;40818;38938;39477;38628;37245;35944;35407;34743;34926;35542;36697;37496;39804;41962;44499;46441;48151;49449;50323;51092;51620;52238;52712;53956;53432;54960;53625;53317;53633;52494;52113;51408;50689;50491;50271;50786;51156;52433;51705;50480;48684;47321;46448;45946;47818;49169;47533
 21/06/2022;45660;43337;41457;41718;41053;39535;38365;37497;36849;36744;37220;38068;38786;41003;43429;45794;47325;48528;49711;50613;50935;51430;52132;52408;53422;52739;54536;52763;52690;53030;52030;51483;50878;50244;49974;49561;50175;50527;51658;50895;49968;48415;47142;46354;45876;47785;49264;47960
 22/06/2022;45971;43134;41267;41513;40692;39563;38406;37815;37178;37025;37510;38434;39086;40985;43208;45215;46936;48537;49836;50805;51266;51669;52184;52647;53723;53120;54767;52489;52769;52705;51760;50945;50486;49811;49403;48929;49695;50282;51085;50355;49489;47675;46398;45668;45379;47088;48625;47467
 23/06/2022;45420;43207;41294;41772;41203;39886;38656;37991;37377;36867;37587;38403;39143;41211;43509;45854;47561;48889;50109;50693;51257;51579;52034;52443;53420;52703;54010;52238;52452;52150;51691;51070;50764;49946;49244;49354;49619;50232;51107;50377;49570;47828;46650;45923;45439;47139;48823;47731
 24/06/2022;45547;43635;41525;42049;41379;40131;38823;38196;37494;37299;37973;38722;39400;41280;43607;45850;47575;48874;49860;50630;51174;51382;51659;52139;53158;52410;54046;51500;51566;51300;50175;49539;48581;47651;47220;47373;47624;47939;48413;47869;47178;45561;44648;44188;44077;46006;47721;47009
 25/06/2022;44935;42829;40692;41191;40255;38650;37352;36475;35738;35370;35108;35230;34830;35272;35994;37102;38174;39763;41259;42382;43424;44075;44322;44765;46554;45891;47952;45288;44863;44523;43231;42552;41975;41071;40672;41183;41315;41889;42513;42209;41774;40840;40242;39824;39593;42390;44049;43862
 26/06/2022;42050;39473;37795;38106;37277;35973;34823;33868;33068;32797;32563;32314;31618;31801;32276;32982;33753;35070;36342;37578;38565;39421;39780;40420;42396;41691;43860;40373;39572;39482;38237;37630;37096;36512;36246;37277;37834;38694;40555;40771;40738;39777;39593;39381;38874;41258;43054;42594
 27/06/2022;40817;38757;36992;37584;37182;35950;34848;34369;33748;33880;34667;35745;36871;39077;41451;43845;45471;47036;48120;48602;49123;49499;49537;49762;51214;50221;51990;49822;50011;49564;48692;48049;47590;46753;46369;46057;46763;47284;48935;48355;47569;45663;44454;43799;42987;44828;46537;45821
 28/06/2022;43688;41828;39798;40196;40166;38679;37527;36944;36301;36113;36713;37554;38637;40704;43039;45342;46961;48176;49237;49760;50211;50789;50989;51280;52300;51464;53177;51205;51501;50776;50043;49646;49183;48235;47769;47528;47979;48477;49808;49209;48232;46542;45304;44611;44005;45961;47636;46461
 29/06/2022;44534;42325;40246;40519;40007;39076;37749;37243;36573;36550;37030;37900;38743;40540;42653;44751;46473;48107;49059;49714;50291;50936;51207;51843;52953;52191;54011;51655;52061;51835;50525;49841;49356;48548;48239;47732;48566;49140;50367;49485;48549;46833;45687;44917;44444;46415;47908;46662
